MSZoning,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,SalePrice_Log,GrLivArea_Log,LotArea_Log,MSZ_num,NbHd_num,ExtQ_num,BsQ_num,KiQ_num
RL,5,1967,1967,0.0,864,900,1,6,1,1967.0,1,288,11.719939634354555,6.802394763324311,8.966738978759576,3,1,2,1,2
RM,6,1905,2000,0.0,482,1221,2,7,1,2003.0,2,672,12.0015054797889,7.555905093611346,9.287301413112312,2,1,2,1,2
RL,7,2006,2006,45.0,1356,1500,2,6,1,2006.0,3,648,12.415433652431746,7.313220387090301,8.305236829492593,3,2,3,2,3
RL,8,2005,2006,245.0,1094,1133,2,9,1,2005.0,3,642,12.54686766829102,7.8168199657645525,9.446597562435775,3,2,3,2,3
RL,5,1948,1950,0.0,747,1687,1,7,2,1966.0,2,572,11.982929094215963,7.430707082545968,10.95430917736789,3,2,2,1,2
RM,5,1920,2004,0.0,939,939,1,8,0,1933.0,1,180,11.831379196088763,7.321849713788356,8.719317375506371,2,1,2,1,2
RL,5,1950,1982,0.0,1208,1136,1,7,0,1950.0,1,240,11.835008964139341,7.55171221535131,8.881836305004146,3,1,2,1,2
RL,6,1925,1990,0.0,976,1160,2,7,1,1925.0,1,216,11.83101549359339,7.382746449738912,8.727616178321068,3,1,2,1,3
RM,6,1929,1950,0.0,862,950,1,5,1,1929.0,1,208,11.695247021764184,7.05444965813294,8.699514748210191,2,1,2,1,2
RL,6,2004,2004,0.0,839,864,2,8,1,2004.0,2,398,12.170445467887022,7.373374309910049,8.911260254572033,3,2,2,1,2
RL,7,2006,2006,0.0,1286,1294,2,6,1,2006.0,2,662,12.174989532116426,7.165493475060845,8.819073983267831,3,2,3,2,3
RL,8,2007,2007,84.0,1485,1464,2,6,0,2007.0,3,754,12.552926520261092,7.288927694521257,9.632728147280256,3,2,3,2,3
RL,3,1915,1950,0.0,672,694,1,6,0,1998.0,3,936,11.56171562913966,7.101675971619444,9.250522161609014,3,1,2,1,2
RM,8,2004,2005,174.0,1594,1646,2,5,1,2004.0,2,482,12.524526376648708,7.406103381237015,8.253748343328501,2,2,3,3,3
RL,5,1972,2007,0.0,768,768,1,5,0,1988.0,2,396,11.79810440720389,6.643789733147672,9.041329829241901,3,2,2,2,2
RL,5,1985,1985,0.0,833,833,1,5,0,1978.5061638868744,0,0,11.626254150277232,6.725033642166843,9.080231686629162,3,1,2,1,2
RM,4,1910,1950,0.0,622,741,1,6,0,1966.0,2,528,11.740061037553975,7.217443431696533,8.954156966583772,2,1,2,1,2
RL,7,1986,1991,123.0,791,1236,2,7,1,1986.0,2,542,12.2783933071098,7.646353722445999,9.930324206489688,3,2,2,2,2
RL,7,2001,2001,0.0,944,944,2,6,0,2001.0,2,622,12.345834587905333,7.517520850603031,9.42706335548747,3,2,3,2,3
RL,6,1950,2005,0.0,856,1112,1,6,0,1950.0,1,271,11.84939770159144,7.419380582918692,9.169518377455928,3,1,2,1,2
RL,4,1949,1950,0.0,0,1040,2,6,0,1956.0,2,420,11.407564949312402,6.946975992135418,8.881836305004146,3,1,2,1,2
RL,8,2005,2006,366.0,1844,1844,2,7,1,2005.0,2,620,12.456831363877356,7.519692404116539,9.305104948420606,3,1,3,2,3
RL,6,1923,2000,0.0,833,1053,1,8,1,1922.0,2,370,12.240474072247506,7.521859252201629,9.47677327138879,3,1,2,1,3
RL,7,2007,2007,130.0,1386,1569,2,7,1,2007.0,3,660,12.077670930725649,7.358193752733032,8.19836438996762,3,2,3,2,3
RM,4,1885,1950,0.0,777,1246,2,11,0,1971.0,2,560,11.715866308966918,7.736307096548285,9.336091577281744,2,1,2,1,2
RL,8,1998,1998,731.0,1284,1310,2,7,1,1998.0,3,1069,12.736700896592344,7.803843303538772,9.713839220355712,3,3,3,2,3
RL,5,1963,1963,0.0,1144,1144,1,6,0,1962.0,1,336,11.728036844587175,7.042286171939743,9.127393451155257,3,1,2,1,2
RL,6,1969,1969,312.0,1844,1844,2,7,1,1969.0,2,540,12.314927050442256,7.519692404116539,9.703877405604631,3,2,3,1,3
RL,6,1968,1968,420.0,708,708,2,7,1,1968.0,2,776,12.100156419938624,7.255591274253665,9.367344120785848,3,2,2,1,2
RL,6,1977,1977,0.0,1069,1069,2,4,1,1977.0,2,440,11.755871643580617,6.974478911025045,8.304742269640771,3,1,2,2,2
RM,6,2003,2003,170.0,848,848,1,3,0,2003.0,2,420,11.824079893607152,6.742880635791903,8.39728289474368,2,2,3,2,3
RL,6,1966,1966,0.0,697,1575,2,8,1,1966.0,2,432,12.524417279788771,7.696667081526462,9.88786617163317,3,1,3,2,3
RL,5,1958,1983,0.0,1024,1344,1,6,1,1970.0,1,484,11.877568578558138,7.203405521083095,9.159362817211315,3,1,2,1,2
RL,6,1959,1959,243.0,1252,1252,1,7,0,1960.0,2,528,11.863582336583399,7.132497551660044,9.27995971385624,3,1,3,1,3
RL,7,1994,1994,448.0,1223,1223,2,5,2,1994.0,2,525,12.509874099861838,7.6624678152002375,9.30054663986233,3,3,3,2,3
RL,5,1945,1950,0.0,913,1048,1,6,1,1962.0,1,288,11.84939770159144,7.351158226430694,9.299266581170585,3,1,2,1,2
RM,5,1940,1992,294.0,788,804,1,4,2,1940.0,1,240,11.686878772093667,6.6895992691789665,8.881836305004146,2,1,2,1,3
RL,6,1981,1981,310.0,1440,1440,2,7,1,1981.0,2,467,12.116694834378958,7.272398392570047,9.437157168656688,3,2,3,2,3
RL,5,2005,2005,0.0,732,734,2,7,1,2005.0,2,372,12.16597955196373,7.516433302915632,9.995610841411933,3,2,3,2,2
RL,6,1976,1976,0.0,958,958,2,5,0,1976.0,2,440,11.875830958659597,6.86484777797086,8.502688505213357,3,1,2,2,2
RL,4,1927,2007,0.0,656,968,2,5,0,1928.0,1,216,11.074420502783864,6.875232087276577,9.287301413112312,3,1,2,1,2
RL,6,2000,2000,318.0,936,962,2,8,1,2000.0,2,451,12.136186518066006,7.491087593534876,9.236105579862208,3,2,2,2,2
RL,5,1977,1977,0.0,1126,1126,2,5,1,1977.0,2,484,11.982929094215963,7.026426808699636,9.764225485202621,3,1,2,1,2
RL,6,1962,2005,237.0,1319,1537,1,7,1,1962.0,2,462,12.066810578196666,7.337587743538596,9.035986984831405,3,1,3,1,3
RL,4,1971,1971,0.0,864,864,1,5,0,1974.0,2,528,11.699405031912846,6.761572768804055,9.104979856318357,3,1,2,1,2
RL,8,2008,2008,426.0,1932,1932,2,7,1,2008.0,3,774,12.885670953244288,7.566311014772463,9.428993858017527,3,3,4,3,4
RM,6,1957,1996,0.0,912,1236,1,6,0,1957.0,2,923,11.91638857040772,7.119635638017636,8.91018077801329,2,1,2,1,2
RL,7,1979,1979,96.0,539,1040,2,6,1,1979.0,2,550,12.190959007720126,7.45298232946546,9.357380114625498,3,2,2,1,2
RL,6,1922,1994,0.0,588,1423,2,11,1,1993.0,2,672,12.160028707028767,7.845807502637805,9.352360631996612,3,2,2,3,2
RM,6,2004,2004,147.0,848,848,1,3,1,2004.0,2,420,11.913712983527281,6.742880635791903,8.395251520610994,2,2,3,2,3
FV,10,2008,2008,160.0,1017,1026,2,10,1,2008.0,3,812,12.644327576461329,7.604396348796338,9.305923241869912,3,2,4,3,4
RL,6,1916,1950,0.0,952,952,1,4,1,1916.0,1,192,11.703545824578878,6.858565034791365,9.088624613292087,3,1,2,1,1
RL,7,2004,2004,106.0,1422,1422,2,7,0,2004.0,2,626,12.098487434850236,7.259819610363186,9.047821442478408,3,2,3,2,3
RL,6,1966,1966,0.0,814,913,1,6,0,1990.0,1,240,11.76756768334381,6.816735880594968,9.035986984831405,3,1,2,1,2
RL,5,1962,1962,189.0,1188,1188,1,6,0,1962.0,1,312,11.969717200243734,7.080026499922591,10.171298495345496,3,1,2,1,2
RL,8,1995,1996,438.0,1220,1220,2,8,1,1995.0,2,556,12.388394202324129,7.644919344958857,9.210340371976184,3,2,3,2,3
RL,4,1910,2000,0.0,560,796,1,6,0,1950.0,1,384,11.626254150277232,7.204892510204673,9.37305428246393,3,1,2,1,2
RM,5,1970,1970,0.0,630,630,1,3,0,1978.5061638868744,0,0,11.429543856031177,6.4457198193855785,7.334981878871814,2,1,2,2,4
RL,5,1974,1974,0.0,896,896,2,8,0,1978.5061638868744,0,0,11.820410164718188,7.491087593534876,9.104979856318357,3,1,2,2,2
RL,8,2008,2009,194.0,1573,1578,2,7,1,2008.0,3,840,12.567551034433226,7.363913501405819,9.133675287040697,3,2,3,2,4
RM,5,2005,2005,80.0,547,1072,1,5,0,2005.0,2,525,11.884489021402711,6.977281341630747,8.209308411646937,2,1,2,2,2
RL,5,2006,2006,0.0,1140,1140,1,6,0,1978.5061638868744,0,0,11.344506813345266,7.038783541388542,9.753652546776472,3,1,2,2,2
FV,7,2004,2005,0.0,1221,1221,2,6,0,2004.0,2,400,12.128111104060462,7.107425474110705,8.922658299524402,3,2,3,2,3
RL,6,1999,2000,0.0,953,953,2,7,1,1999.0,2,460,12.072541252905651,7.4067107301776405,8.976767625171433,3,2,2,2,2
RL,6,1978,1988,119.0,1542,2073,2,7,2,1978.0,2,500,12.254862809699606,7.636752112435779,9.486076373409563,3,2,2,2,2
RL,7,1941,2006,0.0,1152,1188,2,9,2,1941.0,1,252,12.493129522588037,7.757906208351747,9.109635667854551,3,2,4,1,3
RL,5,1950,1996,0.0,1078,1078,1,5,0,1950.0,1,240,11.864462231052837,6.982862751468942,9.181632207839439,3,1,2,1,3
RL,5,1965,1965,0.0,1256,1256,1,6,0,1965.0,1,276,11.901583454762012,7.135687347028144,9.204020443231363,3,1,3,1,2
